source	mor	target
PRKCE	-1	KRAS
EGFR	1	LAMA4
COL6A1	1	ITGA7
MAPK9	1	ZHX1
UBR1	1	SKP1
F2RL1	1	PTGS2
TCF4	1	AXIN2
CDK1	1	PRKAR2B
LAMC2	1	PIK3CA
SOCS1	-1	IL13RA1
MLST8	-1	EIF4E
CASP3	1	EIF4A1
AKT1	1	SNIP1
JAK1	1	MITF
NUP188	1	KPNB1
CCND1	-1	E2F2
ITGA6	1	PIK3CA
GSK3A	1	RXRA
PSMB5	1	SKP1
PSMA6	1	ANAPC1
SOCS1	-1	IL6ST
MYB	1	H2AZ1
NUDT6	-1	INHBA
CCNE2	1	RB1
RELA	1	TRAF3
PIM1	1	RAP1A
MTOR	1	PAX6
TAOK3	1	MAPK3
PPP3R1	1	RNF128
RPS6KB1	1	CAMKK1
NTRK3	1	RIT1
BMPR1B	1	CSNK1G2
MAPKAPK5	1	DAXX
CDK6	1	OTUD7B
PSMD6	1	ANAPC5
DVL1	-1	NOTCH3
PIAS4	-1	STAT5A
GSK3B	1	EIF2AK2
SRC	1	GDNF
TGFBRAP1	-1	TGFB1
TFDP2	-1	RBBP8
PSMD1	1	ANAPC5
LAMB2	1	ITGAV
CYTH1	1	RHOA
CSNK1A1	1	YWHAG
NUP50	1	SLBP
HDAC5	-1	SMAD4
BMP4	1	VEGFA
CD14	1	CXCL12
IL12A	1	GADD45B
NCOA1	1	SMAD3
JAK1	1	KRAS
ZZEF1	1	AURKA
ACVR2A	1	SMAD5
PSMA7	1	FZR1
U2AF2	1	SNRPE
KCNIP3	1	FOS
VAV1	1	RAC2
UBQLN1	1	SKP1
DIAPH1	1	LAMA1
MAP2K6	1	TSC22D3
ETV1	1	SMAD7
PSME1	1	CDC26
CIITA	1	NFYC
PRKCZ	1	MAPK10
MAD2L2	-1	ANAPC5
KIRREL1	1	PIK3R3
TRAF3	-1	MAPK9
VEGFA	1	PIK3CA
MRAS	1	PIK3CB
PLAT	1	TGM1
EGFR	1	IRF1
GADD45A	1	CDK4
CCL2	1	MAPK11
PTP4A3	1	CDH1
YWHAZ	1	MAP2K1
CSNK1A1	1	TLE5
RAF1	1	PRDX1
DAP3	1	CASP8
PAK2	1	MAP3K2
CLK3	1	PPP2R5D
FYN	1	SRSF1
SMARCA4	1	GTF2F1
E2F1	-1	AR
NEK3	1	METTL3
PSMA3	1	ELOC
EGFR	1	LAMA2
CDKN2B	-1	CCND1
SMAD6	1	ATF2
FGFR2	1	SPP1
PPARG	1	TSC22D1
SHC1	-1	SMPD1
SNAI1	-1	CDH1
PSMB10	1	FZR1
OSMR	1	TYK2
PKN1	1	NCOA2
RIPK1	1	BID
RPS6KA2	1	UBE2V1
CAST	-1	EZR
MAP3K5	1	CHUK
WEE1	1	UBB
CDC26	1	UBE2E1
ARF6	1	PIP4K2B
RHOA	1	DIAPH2
RAD1	1	TREX1
TREX1	1	RAD1
MAX	1	HSP90AA1
CRKL	1	MAP3K7
PSMA6	1	UBE2D1
PIK3CD	1	SOS1
PRKACA	1	BMI1
PSMA5	1	ELOC
LPAR2	1	PTK2B
NEK6	1	SMC3
SUCLA2	1	IL6
FCER1G	1	GRB2
COL11A1	1	ITGB6
UBR1	1	UBE2C
SMAD5	1	ID4
GNG10	1	PIK3R2
PIK3CA	1	RAC2
CASP7	-1	CHEK1
PSME4	1	ANAPC2
YWHAZ	-1	HUS1
SMARCC2	1	NR3C1
PLD2	1	SPHK1
GNB1	1	PTK2
AKT1	1	NFKB1
HOXB13	1	AR
MAX	-1	DKK1
MAP3K8	1	CRY1
STAT6	1	SOCS1
CCNT2	1	NELFB
PAK1	1	ACTR2
SKP1	-1	NFKB1
CD44	1	CXCL12
PSMA7	1	CDC16
IDE	-1	SNCA
SNCA	-1	IDE
MMP14	1	PCNT
FRS2	1	NRAS
LFNG	1	NOTCH3
PRKD1	1	ITGB6
ANAPC1	1	AURKA
COL4A1	1	ITGA10
FLT4	1	PIK3R2
RBBP4	-1	SMAD4
MYOCD	1	TEP1
PSMD1	1	CKS1B
PRKAR1B	1	PPP2R5D
TAB1	1	MAP3K1
TRADD	1	MAP3K14
GRM1	1	PLCB1
STK38	1	MTA1
WNT3	1	FZD9
SOCS4	-1	OSMR
E2F3	1	ORC1
GNG12	1	PREX1
CAMK4	1	NFATC4
JAK2	1	CAMK2G
MAPK11	1	BFAR
TFDP2	-1	UXT
HUWE1	1	MAX
ITCH	1	CXCL12
TXLNG	1	TSC22D1
SUPT3H	1	TERT
PSMD8	1	CDK2
TDG	1	MBD4
CDK4	1	SMAD4
NFIC	-1	CCND1
DUSP6	-1	MAPK10
F2R	1	ANGPT1
PSME1	1	ANAPC2
PSMA7	1	ANAPC5
MYB	1	ADA
PRKAA2	1	CAMKK1
CSNK2A1	1	HNRNPK
STAT6	1	SOCS2
KAT2A	1	RBPJ
PPP3CA	1	EPS15
GNB1	1	ARHGEF2
THBS2	1	ITGA2
FGFR4	1	SRXN1
PSMD3	-1	SNCA
SNCA	-1	PSMD3
PIAS4	-1	ETV4
AKT2	1	PDE3A
PIK3R1	-1	MAPK1
LAMA2	1	PIK3CA
CDK5	1	SNCA
FOSB	-1	TGFB1
PDPK1	1	ITGB5
SIRT1	1	RB1
PEX2	1	PTAFR
WNT4	1	YES1
EIF5	1	EIF3A
SOCS4	-1	IFNGR2
GRB2	-1	STAT3
ACTL6A	1	HSPD1
POLD3	1	RPA2
CCNH	1	CDK4
AKT3	1	RPS6KB2
SKP2	-1	TP53
CSNK1G1	1	ASAP3
EEF2K	1	BAD
PSMD10	1	ANAPC4
ETS1	1	SOCS1
PSMC4	1	CDC16
LIF	1	STAT1
MYC	-1	ITGB1
TGFB1	1	IL11
TGFB1	-1	TLR2
HDAC9	-1	NR4A1
BDNF	1	MAP2K5
FGF9	1	MET
TNIK	1	MAP3K1
SMARCB1	1	GTF2F1
PDGFD	1	STAT5A
ITGA10	1	CRKL
PSMA4	1	CDC27
PLK1	1	ANAPC5
MSLN	1	PCNA
ACHE	1	COX5B
CX3CL1	1	CCR10
UCHL5	1	FZR1
MAPK11	1	MEF2B
BDNF	1	GAB1
PDGFC	1	PIK3CA
PRKCA	1	YWHAE
MAX	-1	ITGB1
PSMD11	1	CDK2
DUSP5	-1	MAPK12
CSNK2B	1	ARRB2
PSMD3	1	CKS1B
PSMC4	1	CDK2
BCL2	1	TERT
RARA	1	JUP
ITGB4	1	BCAR1
PRKCA	1	SDC3
YES1	1	MAPK1
EPOR	1	STAT1
STAT1	1	EPOR
GSK3B	1	PPP1R13L
RYK	1	FZD1
JAK2	1	PXN
CLOCK	1	TIMELESS
TIMELESS	-1	CLOCK
RASA1	1	AKT1
NFKB2	1	CCND1
TLR2	1	CCL2
ERCC3	1	POLR2B
STK4	1	ZYX
ABCA1	1	JAK2
FZD6	1	GNG2
AKT3	1	IKBKG
NPM1	1	AR
CASP10	1	EIF4E
PRKX	1	CREB3L4
NEK3	1	NUP35
CD81	1	CCL5
SMAD1	1	TLX2
PRKAR2B	-1	CDC25C
IGF2	1	CREB1
COL1A1	1	ITGA6
FOXC2	1	SERPINE1
GNB1	1	PLCB4
EIF4H	1	EIF4G1
FOS	1	VEGFB
GLI1	1	BMP2
CDKN1A	1	ACTR2
TFDP1	1	CDC6
LTK	1	MAPK3
SMARCC1	1	TAF1
ITGA2	1	PTPN2
CRADD	1	NSMAF
TGFB1	1	SNAI2
NGFR	1	CASP6
ERCC3	1	RPA3
COL4A1	1	SDC3
FOXO3	1	FOXO4
ITGA10	1	PTK2
CDK9	1	POLR2C
PSMD5	1	FZR1
MAPK1	-1	SDC2
SDC2	1	MAPK1
PTK2	1	PRNP
NR4A1	1	E2F1
MAPK1	1	TIMP2
TYK2	1	RELA
CASP2	1	EIF3A
COL2A1	1	ITGA6
FRS3	1	NRAS
PPP2R1A	1	LDLRAP1
ARNT	1	EDN1
CDK4	1	ID4
MAPK13	1	MEF2B
CTF1	1	CCL2
ADM	1	HMOX1
TP53	1	RBM38
ERCC3	1	POLR2L
SMAD4	1	MEF2C
MAPK14	-1	CXCL8
CAPN2	-1	PTPN6
APH1A	1	NOTCH4
SOCS2	-1	IFNAR1
PRKCE	1	ACTG1
PDPK1	1	EIF2AK2
MED12	1	DKK1
FZD3	1	GNG2
PLAU	1	PDGFD
TRAF6	1	ERC1
AHR	-1	TGFB1
PSMA7	1	UBE2D1
PSMD9	1	ANAPC10
CAPN2	-1	RHOA
EGF	1	ITGB4
WNT2	1	CTNNB1
CCNA2	1	ATR
PSMA3	1	ANAPC11
ATF2	1	NPPB
LY96	1	RHOA
HIPK1	1	COPS6
IRF1	-1	CDK2
JAK2	1	NRAS
MAPK1	1	PPIA
TNFRSF1A	1	MAP4K2
DVL1	1	GSK3A
ATP6V1H	1	LRP6
PTK2	1	BCL3
YWHAZ	-1	RAD1
FGFR2	1	CSDE1
FZD1	1	CTBP1
MYD88	1	NGF
RPS6KA2	1	YWHAH
FZD2	1	GNAQ
CYLD	-1	TRADD
RPS6KB2	1	GNA12
LAMB1	1	ITGA2B
NPR2	1	DGCR8
GTF2H1	1	NR3C1
SEM1	1	ANAPC4
PIK3R1	1	PLCG1
WEE1	1	NFATC4
PRKCA	1	LAMA4
WEE1	1	ETS1
ZBTB17	-1	ITGB4
FYN	1	GAB1
PLAT	1	FN1
PRKACB	-1	ITGA1
MAPK3	-1	SFN
TREX1	1	BRCA2
MET	1	PIK3R2
PIK3R3	1	AKT3
CAMK2B	1	MAP2K3
PPP3CC	1	ANAPC5
PPP3CC	1	CDC16
SOCS5	-1	LIFR
CASP8	1	EIF4G1
MNAT1	1	CCND1
CSNK1D	1	UHMK1
CSNK2A2	1	NFATC4
MAPK12	1	MEF2B
TBP	1	CEBPD
TGFB1	1	SHC2
ITCH	-1	MET
TGFB3	1	TAB2
PER1	-1	CYCS
CYCS	1	PER1
RPS6KA2	1	CITED1
KLF4	1	APC
COL4A1	1	ITGA5
YES1	1	RELA
TFAP2A	1	F2R
PSMB7	1	ELOC
PTEN	-1	PIK3CG
COL6A2	1	ITGB7
ITGB3	1	RAC1
VEGFB	1	EGFR
RANBP2	1	SLBP
AURKB	1	PKNOX1
SRC	-1	FGFR4
LARGE1	1	CSF1
SHC2	-1	SMPD1
LAMA2	1	ITGA11
ADRM1	1	SKP1
COL4A2	1	SDC2
IL1B	1	MAPK1
PAK4	1	ZHX1
LRBA	1	CCL2
NFKB1	1	MAPK3
RELA	1	BIRC3
HDAC3	-1	DDIT3
HLA-A	-1	PAG1
MAPK13	1	RPS6KA5
FOXO4	1	CDKN1B
PLAUR	1	PDGFD
PPP3CA	1	ANAPC13
EPHA2	1	RHOA
SOCS7	-1	LEPR
PIK3CA	1	ILK
PFDN4	1	PROC
IL1B	1	PLA2G4A
CDC14A	-1	CDC23
UBQLN1	1	UBE2E1
HIF1A	1	FURIN
ITGB7	1	CRK
CTSK	-1	BAX
TXLNG	1	CASP1
COL5A3	1	ITGB3
PSMB4	1	ANAPC4
EPHA5	1	RHOA
JAK2	1	IL6
PEBP1	1	BIRC5
TGFBR2	1	CSDE1
MAP3K7	1	FUBP1
RPS6KA2	1	ASAP2
PRKX	-1	CDC25C
PIK3CA	1	ARF6
FGF2	1	EGFR
PRKACA	1	PXN
AR	1	SPP1
PSMA5	1	CDC23
NUP210	1	KPNB1
GNA13	1	FARP1
FARP1	-1	GNA13
SH2B3	-1	SOCS3
ITGA11	1	PTK2
PSMA5	1	CKS1B
NEDD4L	-1	FGFR2
PDK1	-1	TGFB1
MTG1	1	RAN
IL6	1	MET
ARHGAP24	1	GADD45A
DUSP8	-1	MAPK3
ERBB2	1	COPS5
RASGRP3	1	KRAS
APLP1	1	UBB
RAC3	1	WASF1
TGFB1	1	TNC
GRM1	1	GNA14
KIRREL1	1	PIK3CD
TNXB	1	ITGB6
SOS1	1	PTK2
ANGPT1	-1	NFKB1
EGF	1	MAPK12
ESRRA	-1	MEF2B
MEF2B	1	ESRRA
CCNT1	1	POLR2F
TRAF2	1	MAP2K7
IRAK1	1	OTUD7B
IL6	1	INSR
THBS1	1	ITGA2
PPP3CA	-1	MAP2
KLF2	-1	PLA2G4A
GRK5	1	F2R
CSNK2A2	1	EIF2AK2
SP1	1	CCND2
MAP3K3	1	NFKB1
CDK4	-1	E2F2
MAPK1	1	RARB
SMURF1	-1	NTRK1
SFRP2	-1	FZD2
TRRAP	1	HSPD1
TEK	1	CRK
CSNK1G1	-1	AXIN1
STAT2	1	CCND2
SPP1	1	ITGA7
GNB1	1	ARFGEF2
DYRK2	1	RCC1
RCC1	1	NUP43
IL1A	1	MAPKAPK2
PSMB9	-1	SNCA
SNCA	-1	PSMB9
LAMC1	1	ITGA5
TGFB1	-1	MST1R
MST1R	-1	TGFB1
RAC1	1	PIK3R3
PIK3R3	1	RAC1
BMPR1B	1	GRK5
AKT1	1	PCBP2
RHOA	-1	SHC2
GTF3A	1	COL1A1
MAPK12	1	MAX
ZBTB17	-1	ITGA6
CD40	1	AKT1
FGF18	1	MET
MAP3K7	1	RXRA
CDKL5	1	MAPK12
PDGFRB	-1	PAG1
RALB	1	MAPK9
PCNA	1	CDK4
PSMD4	1	CDC26
PRKCE	1	ITGB8
CDC45	1	CHEK1
NOX4	1	PITRM1
RPTOR	1	PPARGC1A
E2F7	-1	CCNE1
LAMB3	1	CTTN
ITGAV	1	MAPK1
PSMB4	1	CKS1B
KRAS	1	TERT
SHC1	1	RAC1
CYCS	1	CASP3
MAP3K7	1	RUVBL2
SOCS2	-1	IL21R
PTPN11	1	PRKCZ
LAMA1	1	SRC
MYC	1	BIRC5
RAB3A	1	VAMP2
DKK1	-1	LRP1
SMAD4	1	TCF7L2
GNAQ	1	VAV1
IL27RA	1	STAT4
AR	1	GNAI1
POMP	1	CDC27
MAPK3	1	ZHX1
TEC	1	VAV2
CCNT1	1	POLR2K
PRKCZ	1	NFATC1
TRAF2	1	MAP2K1
EEF1A1	1	CASP9
MAPK9	1	ID1
RRAS	1	PIK3CB
SIN3B	-1	GLI1
SMARCA2	1	BAK1
BACE2	1	BACE1
NGFR	1	HRAS
TRADD	1	MAP3K5
CDK3	1	MDM4
MAP2K2	1	HSF1
POM121	1	RAN
BMPR1B	1	KLHL25
RRAGD	-1	MLST8
PSMC5	1	ELOC
DDB2	1	RPA1
HES1	1	FANCD2
PIK3AP1	1	AKT1
ADRM1	1	UBE2C
IGFBP5	1	MAPK3
SP1	1	ITGB5
SORT1	1	MAPK10
PHGDH	1	AKT1
PIK3CA	1	CCND1
AHR	-1	NFKB1
CREBBP	1	BDKRB2
PSMA5	1	UBE2E1
HIPK1	1	MAPK1
MAX	1	NPM1
STAT5A	1	PIK3CD
STAT3	1	PLA2G4A
PSME3	1	CDC16
YES1	1	MAPK11
FASTK	1	CRY1
FGF22	1	IGF1R
CDK2	-1	ANAPC13
CUL1	1	CCNE1
CTBP1	-1	RBPJ
RAP1A	1	CTNNB1
PPP1R12A	1	MYL5
LATS1	1	PPP2R1A
BMPR1A	1	ZAP70
CAMK1	1	MEF2C
RAP1B	1	ITGA4
CREB3L1	1	MITF
HDAC1	1	TLE5
NGFR	1	MAPK10
TP73	1	IL1RAP
KRAS	1	ARHGEF6
MAPKAPK5	1	RUVBL2
LAMB1	1	AKT1
TGFBR2	1	CRK
FYN	1	STAT2
PSMA7	1	RBX1
TGFB2	1	SHC1
PTPN6	-1	IL15RA
MAPK3	1	CDK4
UBXN1	1	ANAPC2
POM121	1	DDX20
ARHGEF7	1	CTTN
JUN	-1	MYC
CDC27	1	UBE2E1
CDK6	1	SMARCC2
UCHL5	1	ELOC
ADRB2	1	CYTH2
PRKCI	1	OTUD7B
COL11A2	1	ITGB1
PSMC6	1	ANAPC4
OGG1	-1	RAD52
RAD52	1	OGG1
MAPK9	1	BAD
PSMD4	1	UBE2D1
PSMC5	1	CDC23
MACROD1	-1	CDH1
VEGFA	1	BCAR1
ATF4	1	NUPR1
FGFR2	1	NFATC4
PSMA6	1	ELOC
PSMC5	1	FZR1
PSMD9	1	UBE2C
CSNK1G1	1	YWHAZ
GNAI1	1	MAPK3
CBL	-1	IL7R
MAP2K4	1	ZRANB2
EDN1	1	COL3A1
ERCC3	1	POLR2G
PDGFRB	1	MTA1
NUAK1	1	GNA12
PSMD8	1	UBE2E1
TGFBR2	1	HSPA2
ERCC2	1	POLR2K
PTEN	-1	TEP1
LAMA2	1	ITGAV
UBE2A	1	CTBP1
PTPRU	-1	STAT1
PSMA1	1	UBE2C
CCNA1	-1	E2F2
EDNRA	1	EGF
LAMA4	1	PRNP
RAC2	-1	NCKAP1
HDAC9	-1	TLE5
CCNB1	1	FBXO5
SKP1	1	HDAC3
ERCC3	1	TBP
CTNNB1	1	UBB
ATF6	-1	SREBF2
STAT5A	1	SOCS5
JUP	1	VASP
TP73	1	ADA
KRAS	1	YWHAE
NUP210	1	HDAC1
CCND2	-1	E2F2
MAPK12	1	RPS6KA4
GNB1	1	ARHGEF5
TRADD	1	CHUK
ITGB1	1	GRB2
PSMB9	1	CDC27
COL11A2	1	ITGA2B
PIN1	-1	YWHAB
TCF7L2	1	IGF2BP1
PSMD13	1	UBE2C
YES1	-1	EPHA3
SRC	1	NCK1
PSMD11	1	ANAPC2
PRKCE	1	ITGB4
SSRP1	1	CDKN1A
CXCL12	1	PIK3R1
TFDP2	1	CDC6
PTK2B	1	CMKLR2
CASP10	1	EIF4G1
PAK1	1	NACC2
CDH1	1	PIP5K1A
SFRP2	-1	WNT10A
PSMD3	1	SKP1
PIK3CA	1	MAPK14
GRB2	1	DOK1
USF1	-1	PTGDS
CRKL	1	PIK3R3
CCNB2	1	SLK
DUSP1	1	HIF1A
MTOR	1	CALM3
MTOR	1	CALM1
MTOR	1	CALM2
TRADD	1	NFKB1
RHOG	1	RAC1
ETV3	1	E2F4
PTGS2	1	CDH11
NRG1	1	JAK2
TYK2	1	IL1R1
VWF	1	MAPK1
COL3A1	1	ITGAV
INHBE	-1	TGFB1
PRKACB	-1	GLI2
PIK3R2	1	TXK
PSMD13	1	ANAPC1
PSMD8	1	ANAPC1
PRKCI	1	IKBKG
FAAP100	1	FANCI
MRAS	1	PIK3R1
EIF5	1	EIF4A1
FAS	1	IKBKB
TCF7L2	1	FOSL1
MAP3K2	1	NFKB1
ADCY3	1	PRKACB
PRKX	1	CTNNB1
SMAD9	1	ID3
PSMB8	1	RBX1
PTP4A3	1	RHOC
LAMA4	1	CTTN
RAC1	1	MAPK14
CDK6	-1	TFDP1
HSPA1L	-1	MAPK9
SDC1	1	MAPK1
BMP2	1	PGF
NTN1	1	RHOA
EGFR	1	IL6ST
AKT1	1	NCOA3
YES1	1	GIT2
GSK3B	1	FZD1
EIF4B	1	EIF4G1
MAPKAPK5	1	MDM2
MAPK3	1	NRIP1
RIPK2	1	CRK
ITCH	1	HGS
COL5A3	1	ITGA3
PIAS3	-1	STAT5B
DYRK1B	1	FHL2
CYLD	-1	STAT1
TGFB1	-1	TGFB3
TGFB3	-1	TGFB1
GNA13	1	RHOC
PDGFB	1	RAC1
RAC1	-1	PDGFB
PDPK1	1	IKBKG
HIF1A	1	TGFB3
PTK2B	1	SOD1
ITGA7	1	CRKL
JUN	1	TGFB2
AKT1	1	AGER
KAT5	1	NME1
EPHB2	1	PAK1
PTGIR	1	STAT3
SNCA	-1	UBXN1
UBXN1	-1	SNCA
EDN1	1	CXCL8
PSMA5	1	CDC16
NHERF2	-1	PIK3R1
IL6	1	AGT
AKT1	1	MAP3K9
SMARCA4	-1	SMARCA1
PSMA2	1	ANAPC11
PPP1CC	-1	CALM3
PPP1CC	-1	CALM1
PPP1CC	-1	CALM2
E2F3	-1	TBP
AKT1	1	RHEB
ATF2	1	BCL2L1
PTPN1	-1	PIK3CA
PSMB1	1	ANAPC1
CDK5	1	APBB1
RHOB	1	NFKB1
RANBP2	1	HDAC1
ANAPC7	-1	CCNB1
COL1A2	1	ITGA4
PSMB6	1	SKP1
NR3C1	1	ANXA1
FRK	1	PPP1R8
GNAI3	1	PIK3CA
CTNNA1	1	PIP5K1C
CASP1	1	RHOA
ATR	-1	CCNA1
CHP1	1	NFATC1
ARHGEF6	1	RAC2
BMPR1A	1	TAB2
KLF8	1	CCND1
PSMD14	-1	SNCA
SNCA	-1	PSMD14
CSNK1E	1	EIF2AK2
CDC42	1	CTTN
ANAPC13	-1	PTTG1
GRK5	1	ASAP2
FGF12	1	PIK3CA
CCNB1	1	UBE2C
CCNT1	1	POLR2C
PDGFRB	1	SPHK1
NEK9	1	ABI2
RPS6KA4	1	TBX20
MAPK3	-1	PIN1
BMPR2	1	AGER
KAT5	1	HSPD1
PDGFB	1	SPHK1
TFDP2	-1	BRCA1
CDK4	1	HNRNPK
BUB3	-1	CDC16
CD46	1	MADCAM1
TGFB2	1	PPP2R5D
SKP1	1	NOTCH4
FGF2	-1	TP53
MAX	1	HSPA4
IL1A	1	TRAF6
PSMC4	1	CDC20
NFKB1	1	TRAF6
TRAF6	1	NFKB1
TP73	1	SERPINE1
PRKCZ	1	MTA1
PSMD2	1	ANAPC2
LIF	1	JAK1
RELN	1	ITGA4
CLK1	1	VHL
HSP90AA1	1	PTEN
JUNB	1	DMTF1
CLK2	1	FHL2
CUL1	-1	GLI2
E2F1	1	RANBP1
FOSL1	1	THBD
MAPK9	1	XPO1
ITGB1	1	PIK3R1
VWF	1	ITGB4
SSB	1	POLR2F
SMAD2	1	E2F5
LAMA1	1	SHC1
AKT1	1	ID2
PDGFRB	1	PIK3CG
SYT1	1	VAMP2
NR3C1	-1	PLAU
PTPRR	-1	MAPK12
STAT4	1	STAT2
HSPA1B	-1	UBE2A
HSPA1A	-1	UBE2A
TLE5	-1	CCND1
GNG2	1	PLCB1
GAB2	1	KRT18
RPS6KA2	1	RELA
SOCS3	-1	IL11RA
HLA-A	1	PTPN6
TRIB3	1	OTUD7B
PTK2B	1	FOXO3
EFNB3	1	MAP2K1
FBXO15	1	NFKB2
CCNE1	-1	ANAPC5
LRBA	1	KHSRP
TREX1	1	PLK3
PIP5K1A	1	GSN
RANBP2	1	EIF4E
PDPK1	1	TRIP10
MYC	1	NCL
STAT2	1	SOCS3
MAPK1	-1	FGF9
FGF9	1	MAPK1
TLE1	-1	CCND1
PTPRF	1	LTK
PSME1	1	BTRC
RPS6KA1	1	TRIM24
FLOT2	1	MARK2
MAP3K6	1	IKBKG
RBX1	-1	CDK2
PDGFB	1	STAT5B
PDGFB	1	SOS1
TP73	1	FASN
MAX	-1	GTF2H2
PPP2R2B	-1	SFN
RRAS2	1	PIK3CB
CAPN2	-1	CBL
STAT4	1	SOCS2
NMI	1	CCND2
PIP5K1A	1	INPP5J
NCSTN	1	NOTCH4
ROR2	1	RAC1
PSMA5	1	RBX1
ESPL1	1	STAG2
GAPDH	1	CSF1
CDK9	1	NELFB
PIK3CG	1	AKT1
PTCH1	1	STIL
SLC52A2	1	PROCR
CXCL12	1	STAT3
PRKAR2B	1	GNAS
THBS1	1	ITGB6
ITGB5	1	BCAR1
STK16	1	RAN
SMURF2	-1	ERBB4
PTK2	1	MDFI
CDK2	-1	CDC26
STK11	1	RNF4
PSMD5	1	ANAPC1
AR	1	GNA11
PLCG1	1	PPP3CC
NPM1	1	MAPK3
JUN	1	PGF
FGF2	1	GJA1
PLAU	1	ICAM1
ERCC2	1	RPA2
PSMA6	1	UBE2E1
TRIP12	1	ANAPC11
CCNT1	1	POLR2H
TSC2	-1	TERF2IP
ATM	1	CDKN2D
GSK3B	-1	CREB5
MAP2K1	1	BCL2
COL4A1	1	ITGB7
GNAI3	-1	PXN
CD40	1	TP53
HGS	-1	STAT3
CSNK1A1	1	CREBBP
GNB1	1	ARHGEF1
ARNT	1	CXCL12
PIK3CA	1	MAPK8
PSMF1	1	UBE2C
ITGA10	1	PTPN2
MAPK9	1	PTGS2
WEE1	1	PHB2
CDK2	-1	ANAPC4
WIPF1	1	NFATC2
EPAS1	1	TWIST1
YES1	1	ENO1
UBR1	1	ELOC
PIM1	1	FOSL1
PSMD8	1	RBX1
ATF2	1	DUSP1
RAC1	-1	GAB1
GAB1	1	RAC1
RTKN	-1	RHOD
CALML5	1	PPP3CC
COL3A1	1	ITGA11
SIRT1	-1	PML
MAPK8	1	CREB1
HNRNPUL1	-1	HIVEP3
PSMF1	1	ANAPC2
CD40	1	CCL2
MAPK11	1	SLC9A1
NUP42	1	EIF4E
CAMKK1	1	PPP1R13L
UXT	1	KAT7
CDKN2C	-1	CCND2
SFRP4	-1	FZD4
FYN	1	NCK2
PTPN1	-1	CSF1R
STK38L	1	PRKCD
PTPN11	1	CCND3
PDGFD	1	STAT5B
PTGS1	1	GDF15
SUMO1	1	UBB
LYN	1	MAPK8
MAP2K2	1	HSPB1
COL1A1	1	SHC1
PRKCH	1	F11R
CDK5	1	ZYX
SOCS3	-1	IL13RA1
NUP43	1	EIF4E
PDGFC	1	PIK3R1
NTRK3	1	PRKCD
PSMA4	1	ANAPC11
SMPD1	1	BAX
EFNA1	-1	RAC1
NEK3	1	MTA1
FANCE	1	FAAP24
PRKCA	1	CARD11
FGFR2	1	BCL3
MAP3K5	1	BID
B2M	1	PIK3R1
HES1	1	FANCI
GRK5	1	GNA12
JAK2	1	CTTN
MAP3K6	1	CHUK
IGF1R	1	MAPK1
NOTCH1	-1	JUN
FGFR1	1	CSDE1
CSK	1	MORF4L1
AAAS	1	DDX20
CISH	-1	STAT5B
JAK1	1	MAPK11
MAPK11	1	YWHAZ
ACSS2	1	RBM39
CCNB1	1	UBE2E1
JUN	-1	PTEN
FGF2	1	S1PR1
CCNT2	1	POLR2I
FOS	1	BCL2L11
TYK2	1	SMARCC2
CAMK2A	1	MAP3K7
TPI1	-1	TYMP
IL6	1	GAB2
TGFB3	1	SMAD1
PPP3CB	1	CDC23
RPS6KB1	1	SHC2
NEK3	1	MYRF
RPS6KB1	1	SRXN1
STAT5B	1	BCL2
CCNE2	-1	ANAPC10
SPP1	1	ITGA1
PSMB8	1	CUL5
MTOR	1	PPP3R1
IL1R1	1	FADD
RAC1	1	MAPK1
STAT5B	1	CCND1
CDC16	1	AURKA
GNAI3	1	CDC42
PDGFC	1	ERBB2
CYFIP2	1	ACTR2
PSMD14	1	CUL5
PSMD14	1	ANAPC1
TP73	1	FLOT2
PSMB5	1	CUL1
PPP2R2B	-1	YWHAQ
GNB1	1	FYN
AXIN1	1	MAPK8
PSMB1	1	ELOC
DYRK2	1	CDK6
PSMC3	1	CDC16
MCL1	1	CHEK1
ANGPT1	1	MAPK1
ELF4	1	CXCL8
PTK2B	1	ANXA2
NCKAP1	1	TBK1
CAMKK2	1	CAMKK1
PAK1	1	PRDM1
EIF2S2	1	RPS4X
FRK	1	THOC1
MAPK14	1	PTGS2
GNG2	1	CDC42
EPOR	1	TEC
WEE1	1	PSMC3
CCNE2	-1	TP73
ALK	1	PIK3CG
MAPK8	1	NCL
FYN	1	NFATC4
AKT2	-1	MAP2K4
NTRK1	1	MAPK7
GNAI2	1	PIK3CA
BMPR1B	1	TAB1
PKD1	1	FOSB
PSMD14	1	ELOC
MTG1	1	ARFIP2
LPAR1	1	CASP3
CDK4	1	PHB2
MAP3K10	1	MAP2K6
RAP1A	1	MAPK1
PSMB8	1	ANAPC2
SRC	1	JAK1
GRB2	1	ILK
VEGFB	1	FLT4
JUND	-1	CXCL8
UBE2V1	-1	TAB2
LAMC1	1	ITGA11
LAMA1	1	ITGB6
CBLB	-1	IL13RA1
CXCL8	1	MTOR
CBLB	-1	OSMR
MYL12A	1	ACTB
STAT2	1	SOCS2
IGFBP3	-1	MAPK3
MAP3K7	-1	IL18
ANAPC13	-1	CDK1
ATXN3	-1	CREB1
EIF5B	1	RPS4X
FGF12	1	PLCG1
MYB	1	HSPA8
SMARCC2	1	GTF3A
MAPKAPK5	1	ETS1
